trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,8,20.80512277389582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",30,22,14.58428844657048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",20,8,14.432720858631535,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",25,6,25.254272771941203,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",20,8,23.31283691675412,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",20,8,21.341617476190052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",30,3,9.211881819679412,"{0: 23, 1: 3, 2: 1, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",20,13,10.55831706790414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",20,12,3.0409330527709875,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",20,0,30.784972441289323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",25,5,-8.9931800025742,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",25,19,11.958337823003983,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",25,17,13.459771112426582,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",20,0,30.42275125354844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",20,6,26.611603857880183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",20,0,32.30898550717089,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",20,14,7.006272043683358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",35,18,28.198527339963523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",20,12,14.913695679211331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",30,13,-9.297365980506745,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",25,16,14.934339954564434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",25,1,-10.82323316744949,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",25,9,27.049938609745976,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",25,0,18.09268337611936,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",30,19,11.306980798361389,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",20,16,7.712484112480187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",20,7,11.557736446738764,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",25,9,11.696473416029972,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",20,4,26.996645067776253,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",20,9,18.854356726487698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",20,3,24.90250564675897,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",30,23,15.268361075951999,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",30,17,28.725257234267836,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",25,11,19.911461772897734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",30,24,11.984643245446438,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,11,19.569114221884433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",20,14,12.816019278644825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",30,16,25.3312801933278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",25,7,-12.783707913933778,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",25,11,13.459590192193287,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",25,0,26.645623135666114,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",25,10,16.807212858037193,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",25,9,9.11300849442186,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",25,13,21.20642435213396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",25,7,29.769438473929206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",35,17,24.645332650964693,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",30,24,10.748481949751449,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",35,16,22.174072386337706,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",25,14,20.87027198741873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",20,12,14.58618299720758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,12,2.26818745861547,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",35,10,38.96765876609572,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",25,7,19.992420926501726,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",25,17,18.56616393479213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",25,14,12.642920027393778,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",20,11,16.39606723274296,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,2,31.969076836853866,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",25,14,22.41258587863428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",25,11,24.791796552820724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",25,6,29.345580754781718,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.07855156428230954}",25,10,28.51375032514404,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.0783946181521904}",20,11,20.453969739946952,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07823798560064842}",20,14,-0.4759066488183792,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",25,0,29.825652747637996,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",20,10,16.523018087610698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",20,12,16.733102870737312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",20,7,21.581434897265492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",25,5,8.767198742333887,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",25,11,-23.691287211952154,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",20,3,20.166933202348226,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",20,14,12.117732565646353,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",25,3,35.50307447287478,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",20,14,7.012732112408823,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",25,6,17.11683549757373,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",25,7,30.643835292893446,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",30,20,-23.809530488719826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",30,7,26.33698473868187,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",25,13,21.425885217788622,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",25,20,10.862493452870627,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",20,15,13.42128322047148,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",35,24,19.12834346569601,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",20,14,9.682809007101863,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",25,7,27.480938612292494,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",20,13,13.02681650172672,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",20,11,18.869507429496142,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",25,7,4.562082259143331,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",20,12,15.304899132323104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",20,12,9.840121949929133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",20,12,4.889214068309699,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",20,0,27.54668003953062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",20,15,9.870040129021902,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",20,12,16.597217880604585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",25,0,31.303306877378077,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",20,6,23.542845931781248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",20,12,-0.852244601382093,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",25,13,11.380695453764488,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",25,15,11.654425706458104,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",35,22,21.645670726949252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",20,3,27.017373066736045,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",30,19,20.636539793831513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",20,13,14.50181294234169,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",20,2,29.444007997307132,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",20,5,23.537058852058667,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",35,28,13.386941792645056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",20,0,29.79527394034116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",30,13,29.519759697489118,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",20,11,15.321183193008693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",20,12,17.53807763197906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",20,12,14.11697522342022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",20,16,8.08931100685736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",20,6,-31.968854799290014,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",20,2,31.762928074611228,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",20,9,20.573885496888128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",25,12,25.038074876854463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",25,5,29.725019829527145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",25,15,14.40493233351037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",20,10,18.261817734640296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",20,8,14.770472815853783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",25,14,-20.955494772358463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",25,13,22.18222906927047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",20,11,16.729117488024915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",30,20,16.556748922822553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",30,16,25.927016504869744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",35,12,-3.0397035711243934,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",30,16,24.36061700061299,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",25,14,18.746962037767616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",30,21,17.29967974959322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035805}",30,16,30.32642031868096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",20,3,18.461105739826188,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",25,6,15.320243353909238,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",20,13,13.767991863848753,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",25,8,25.738314671308615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",20,0,22.19259069886946,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",20,14,-36.72859115711741,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",30,20,14.899965662853965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",30,17,21.056951930331582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",25,2,34.344338437541225,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",20,10,4.513604582829313,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",20,15,8.729507243104836,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",25,14,7.740957019019804,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",25,14,21.07812793838869,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06680348694676687}",30,19,11.752217915194276,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06667001349082043}",25,10,25.01197712060906,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06653680671501686}",25,11,17.536899348650206,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06640386608652883}",25,7,26.828672640698063,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06627119107359372}",20,12,12.099946868483267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06613878114551125}",20,8,19.145892751343446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.002, 'e': 0.06600663577264156}",25,11,30.593137398622353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.002, 'e': 0.06587475442640295}",20,8,23.81584075245764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.0657431365792699}",20,11,13.913137602360763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.002, 'e': 0.0656117817047708}",20,10,18.823864120612004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06548068927748603}",20,13,10.12611989323634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06534985877304565}",25,13,22.589589757898043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06521928966812753}",25,16,17.738976720627555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.065088981440455}",20,6,23.770970864587838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06495893356879505}",20,3,23.45846711471512,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.002, 'e': 0.06482914553295596}",20,3,29.4300267957465,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.002, 'e': 0.06469961681378547}",25,11,23.422474296171337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06457034689316847}",25,13,25.744506501136424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.002, 'e': 0.06444133525402518}",20,0,29.5396216262787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1373,False,"{'a': 0.002, 'e': 0.06431258138030878}",20,11,17.194900166872458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06418408475700368}",20,15,-1.4668936495702662,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1375,False,"{'a': 0.002, 'e': 0.06405584487012317}",20,4,31.371870493351256,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.002, 'e': 0.06392786120670757}",30,24,9.12498038469444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.002, 'e': 0.063800133254822}",20,0,17.95447113332173,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1378,False,"{'a': 0.002, 'e': 0.06367266050355457}",20,13,10.445497722044847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.002, 'e': 0.063545442443014}",20,5,23.184239223193966,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.002, 'e': 0.06341847856432796}",30,22,14.09428613522963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.0632917683596407}",25,11,13.724584798655902,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.002, 'e': 0.06316531132211131}",20,8,-7.886785341627731,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1383,False,"{'a': 0.002, 'e': 0.0630391069459114}",35,17,31.888005966512225,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.002, 'e': 0.06291315472622334}",20,6,19.264621221744104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.002, 'e': 0.06278745415923806}",20,11,17.580029303807578,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.002, 'e': 0.06266200474215315}",20,11,14.975477364025561,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.002, 'e': 0.06253680597317074}",20,1,23.495179959939765,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1388,False,"{'a': 0.002, 'e': 0.06241185735149562}",20,3,26.630115122082955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.002, 'e': 0.0622871583773331}",20,7,8.76650083617996,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1390,False,"{'a': 0.002, 'e': 0.062162708551887165}",20,12,-8.721366026928624,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1391,False,"{'a': 0.002, 'e': 0.06203850737735829}",25,15,17.646745283690993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.002, 'e': 0.061914554356941674}",20,7,22.24973088908401,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.002, 'e': 0.061790848994825016}",20,0,32.32349936253761,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1394,False,"{'a': 0.002, 'e': 0.061667390796186744}",25,16,14.28418518816513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.002, 'e': 0.06154417926719386}",25,11,24.543541890687198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
